date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:18:03	48144/48144	---M-Z	200	added ('OK')	text/html	etag:%22bc10-642a65b6-439d9f1ce04c2c17;gz%22	https://wpriverthemes.com/HTML/drake/home4.html	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/home4.html	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:03	48010/48010	---M-Z	200	added ('OK')	text/html	etag:%22bb8a-642a65b7-8325fb736f9493cc;gz%22	https://wpriverthemes.com/HTML/drake/home6.html	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/home6.html	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:03	48143/48143	---M-Z	200	added ('OK')	text/html	etag:%22bc0f-642a65b6-a5c832eec9dabcd2;gz%22	https://wpriverthemes.com/HTML/drake/home5.html	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/home5.html	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:04	1060/1060	---M--	200	added ('OK')	image/png	etag:%22424-642a65bc-d2e618517d49f93;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/logo.png	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/logo.png	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:04	26050/26050	---M--	200	added ('OK')	image/jpeg	etag:%2265c2-642a65b8-a14ca5f157ba4025;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/me.jpg	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/me.jpg	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:05	1504/1504	---M--	200	added ('OK')	image/png	etag:%225e0-642a65b8-1a73d0081a81955e;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/round-text.png	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/round-text.png	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:05	1680/1680	---M--	200	added ('OK')	image/png	etag:%22690-642a65ba-4362300ac079706;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/figma.png	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/figma.png	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:06	784/784	---M--	200	added ('OK')	image/png	etag:%22310-642a65bd-c397c601c7bbd6e;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/framer.png	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/framer.png	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:06	1800/1800	---M--	200	added ('OK')	image/png	etag:%22708-642a65b8-5f5c04e3b6bea15c;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/webflow.png	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/webflow.png	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:06	2722/2722	---M--	200	added ('OK')	image/png	etag:%22aa2-642a65bd-2bddacf40313dbed;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/react.png	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/react.png	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:07	2529/2529	---M--	200	added ('OK')	image/png	etag:%229e1-642a65bc-607d90ac4ef211f1;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/wordpress.png	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/wordpress.png	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:07	2018/2018	---M--	200	added ('OK')	image/png	etag:%227e2-642a65bd-b5d0f39c011c613a;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/laravel.png	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/laravel.png	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:08	127885/127885	---M--	200	added ('OK')	image/jpeg	etag:%221f38d-642a65b8-7f55d79f84370c4b;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/portfolio1.jpg	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/portfolio1.jpg	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:10	63523/63523	---M--	200	added ('OK')	image/jpeg	etag:%22f823-642a65b8-a50b38bc56309a4c;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/portfolio4.jpg	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/portfolio4.jpg	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:11	46613/46613	---M--	200	added ('OK')	image/jpeg	etag:%22b615-642a65b8-a8b7725b8e9b0210;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/portfolio3.jpg	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/portfolio3.jpg	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:11	57103/57103	---M--	200	added ('OK')	image/jpeg	etag:%22df0f-642a65b8-31d9cc9f5c1de27d;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/portfolio2.jpg	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/portfolio2.jpg	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:12	37537/37537	---M--	200	added ('OK')	image/jpeg	etag:%2292a1-642a65b9-685cb50dbcab9563;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/portfolio5.jpg	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/portfolio5.jpg	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:12	9749/9749	---M--	200	added ('OK')	image/jpeg	etag:%222615-642a65b9-571007fbbad516f5;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/testimonial-1.jpg	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/testimonial-1.jpg	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:12	10779/10779	---M--	200	added ('OK')	image/jpeg	etag:%222a1b-642a65ba-1d407e7d220d802b;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/testimonial-2.jpg	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/testimonial-2.jpg	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:13	11296/11296	---M--	200	added ('OK')	image/jpeg	etag:%222c20-642a65ba-e9711c156abc4647;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/testimonial-3.jpg	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/testimonial-3.jpg	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:13	3043/3043	---M--	200	added ('OK')	image/png	etag:%22be3-642a65b9-5c98025a0ec30bc7;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/client-1.png	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/client-1.png	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:13	2420/2420	---M--	200	added ('OK')	image/png	etag:%22974-642a65b8-b23652f78c5038e0;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/client-2.png	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/client-2.png	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:14	2844/2844	---M--	200	added ('OK')	image/png	etag:%22b1c-642a65b8-b945e924a27fdc35;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/client-3.png	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/client-3.png	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:14	2748/2748	---M--	200	added ('OK')	image/png	etag:%22abc-642a65b8-a70b6cd7f48fe40e;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/client-4.png	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/client-4.png	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:15	2276/2276	---M--	200	added ('OK')	image/png	etag:%228e4-642a65b8-d200e3fbdc66a5d2;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/client-5.png	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/client-5.png	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:15	3276/3276	---M--	200	added ('OK')	image/png	etag:%22ccc-642a65b8-982f3fab54d1699b;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/client-6.png	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/client-6.png	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:15	2229/2229	---M--	200	added ('OK')	image/png	etag:%228b5-642a65b8-c6f40f6f4911bd82;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/client-7.png	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/client-7.png	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:16	3106/3106	---M--	200	added ('OK')	image/png	etag:%22c22-642a65be-ed98b39536400cce;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/client-8.png	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/client-8.png	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:17	257550/257550	---M-Z	200	added ('OK')	application/x-javascript	etag:%223ee0e-642a65b8-baf33a11eb9b7fd3;gz%22	https://wpriverthemes.com/HTML/drake/assets/js/jquery.js	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/js/jquery.js	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:17	78743/78743	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213397-642a65b7-847e2469644d291a;gz%22	https://wpriverthemes.com/HTML/drake/assets/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/js/bootstrap.bundle.min.js	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:17	89992/89992	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215f88-642a65b7-ea2fe3328c36dfa5;gz%22	https://wpriverthemes.com/HTML/drake/assets/js/owl.carousel.js	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/js/owl.carousel.js	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:18	60533/60533	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ec75-642a65b7-747668a7760d0f4f;gz%22	https://wpriverthemes.com/HTML/drake/assets/js/gsap.min.js	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/js/gsap.min.js	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:18	40791/40791	---M-Z	200	added ('OK')	application/x-javascript	etag:%229f57-642a65b7-9686c34232c0656d;gz%22	https://wpriverthemes.com/HTML/drake/assets/js/ScrollTrigger.min.js	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/js/ScrollTrigger.min.js	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:19	3202/3202	---M-Z	200	added ('OK')	application/x-javascript	etag:%22c82-642a65b7-2747671e1368871b;gz%22	https://wpriverthemes.com/HTML/drake/assets/js/ScrollToPlugin.min.js	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/js/ScrollToPlugin.min.js	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:19	9483/9483	---M-Z	200	added ('OK')	application/x-javascript	etag:%22250b-642a65b7-9c6ed43c96bc0af1;gz%22	https://wpriverthemes.com/HTML/drake/assets/js/lightbox.min.js	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/js/lightbox.min.js	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:20	9187/9187	---M-Z	200	added ('OK')	application/x-javascript	etag:%2223e3-642a65b7-1de160ee2769a07c;gz%22	https://wpriverthemes.com/HTML/drake/assets/js/main.js	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/js/main.js	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:20	2256/2256	---M-Z	200	added ('OK')	application/x-javascript	etag:%228d0-642a65b7-cc7ff6ca4eba8711;gz%22	https://wpriverthemes.com/HTML/drake/assets/js/ajax-form.js	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/js/ajax-form.js	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:21	802/802	---M-Z	200	added ('OK')	application/x-javascript	etag:%22322-642a65b7-a3448280a3537bea;gz%22	https://wpriverthemes.com/HTML/drake/assets/js/color.js	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/js/color.js	(from https://wpriverthemes.com/HTML/drake/index.html)
17:18:25	177337/177337	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2001%20Dec%202024%2011:48:19%20GMT	https://wpriverthemes.com/HTML/drake/assets/css/owl.video.play.png	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/css/owl.video.play.png	(from https://wpriverthemes.com/HTML/drake/assets/css/owl.carousel.min.css)
17:18:28	8476/8476	---M--	200	added ('OK')	image/gif	etag:%22211c-642a65b9-c14ee15c1004c5a7;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/loading.gif	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/loading.gif	(from https://wpriverthemes.com/HTML/drake/assets/css/lightbox.min.css)
17:18:34	492394/492394	---M--	200	added ('OK')	image/png	etag:%227836a-642a65be-428b50095865467d;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/bg-shape.png	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/bg-shape.png	(from https://wpriverthemes.com/HTML/drake/assets/css/style.css)
17:20:02	9143480/9143480	---M--	200	added ('OK')	video/mp4	etag:%228b84b8-642a65c1-ed645bf5ea356885;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/video2.mp4	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/video2.mp4	(from https://wpriverthemes.com/HTML/drake/home2.html)
17:20:13	752374/752374	---M--	200	added ('OK')	video/mp4	etag:%22b7af6-642a65ba-74bdb1a7138fbb82;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/video5.mp4	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/video5.mp4	(from https://wpriverthemes.com/HTML/drake/home5.html)
17:20:32	4796720/4796720	---M--	200	added ('OK')	video/mp4	etag:%22493130-642a65bd-1e2340f291cd4a39;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/video1.mp4	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/video1.mp4	(from https://wpriverthemes.com/HTML/drake/home1.html)
17:20:48	1862089/1862089	UR-M--	200	added ('Partial%20Content')	video/mp4	etag:%221c69c9-642a65bc-a1cb0bd930c70951;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/video3.mp4	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/video3.mp4	(from https://wpriverthemes.com/HTML/drake/home3.html)
17:20:56	13162617/13162617	UR-M--	200	added ('Partial%20Content')	video/mp4	etag:%22c8d879-642a65c2-8bdc94789d638114;;;%22	https://wpriverthemes.com/HTML/drake/assets/images/video4.mp4	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/HTML/drake/assets/images/video4.mp4	(from https://wpriverthemes.com/HTML/drake/home4.html)
